Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Process_android.app.ActivityManager_killBackgroundProcesses,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_WebView_android.webkit.WebView_postUrl,API_WebView_android.webkit.WebView_setWebContentsDebuggingEnabled,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.content.ContextWrapper_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getNetworkId,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceSoftwareVersion,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SystemManager_android.content.BroadcastReceiver_abortBroadcast,API_SMS_android.telephony.SmsManager_sendTextMessage,API_SMS_android.telephony.SmsManager_sendMultipartTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.location.Location_getLatitude,API_DeviceData_android.location.Location_getLongitude,API_DeviceData_android.media.AudioRecord_startRecording,API_DeviceData_android.media.MediaRecorder_start,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_verbose,Logcat_info,Logcat_warning,Logcat_error,Logcat_debug,Logcat_total,Process_total,Category,Family
109876,40880,9928,52984,83484,44948,29904,24196,5707,14,1,7,1,4,37,36,9,38,3,0,1,0,393,203,15,0,0,0,0,0,0,8,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,166,166,8,0,0,0,14,262,38,2,16,1,0,0,29,0,0,0,0,0,10,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,9,176,0,0,0,0,0,0,0,0,68,0,8,1016,7,2352,24,3,2,919,4471,2029,1565,2574,11558,189,Trojan,lotoor
113207,35880,10600,59648,113844,42096,43219,36476,6742,181,4,5,2,4,36,35,12,47,2,0,8,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,36,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,10,0,2,9190,27,2528,32,4,0,1669,3795,4462,2476,666,13068,188,Trojan,styricka
31038,2552,11344,23716,76004,2560,8939,5004,3934,0,0,4,0,2,2,23,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,3,0,3692,2643,2775,1465,1559,12134,186,Trojan,mobtes
81833,5936,10560,67144,92984,6124,29461,23094,6366,111,3,7,2,5,35,32,21,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,74,4,0,4,2,0,0,0,2,72,7,7,2,0,0,3,5,3,6,8,0,30,30,5,5,4,0,4,2,0,0,0,0,0,0,0,4,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,140,90,1,2,0,0,0,0,0,0,4,0,1,3352,28,17596,32,10,1,2978,1511,536,3737,1777,10539,185,Trojan,mytrackp
77358,3308,10836,62756,90876,6656,32820,26451,6368,199,9,7,4,2,25,36,6,24,0,0,0,0,10,4,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,6,0,0,70,40,10,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,1,1,31484,74,9483,107,4,0,567,1909,1353,1512,1924,7265,186,Trojan,gappusin
32489,3964,11392,22976,71276,3980,7914,4935,2978,0,0,2,0,2,2,23,27,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2667,1563,3355,4098,1504,13187,185,Trojan,mobtes
51649,1056,10900,46768,74280,1088,11229,9147,2081,0,0,4,0,2,5,26,12,40,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,19,1,0,4,2,0,9,9,8,17,1,1,2,10,0,18,0,3,6,12,0,3,2,30,123,13,4,0,0,2,0,4,0,0,0,0,0,0,0,0,8,0,14,0,0,1,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3953,32,5585,38,4,1,1478,971,2685,6140,2239,13513,193,Trojan,hiddenapp
111739,41152,10076,54096,87208,45340,31832,26734,5097,28,2,8,2,9,43,39,10,42,4,0,2,0,459,233,18,0,0,0,0,0,0,7,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,145,145,10,0,0,0,16,293,38,2,14,1,0,0,26,0,0,0,0,0,12,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,9,154,0,0,0,0,0,0,0,0,63,0,7,15236,97,25513,190,2,2,4088,3939,2657,1629,1188,13501,190,Trojan,lotoor
66264,10992,8392,34092,93956,15600,23683,20216,3466,51,6,6,3,2,23,35,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,80,2,240,4,4,0,2286,1768,1472,2355,892,8773,188,Trojan,autosms
45212,7288,12488,29904,79900,7300,13284,10621,2662,5,1,8,1,2,18,29,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,54,108,9,0,0,0,6,3,32,4,20,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,18,8,4,4,0,0,0,0,0,0,12,36,0,0,0,0,0,0,0,0,13,0,9,120,3,8340,139,6,3,1648,3228,1096,2823,4357,13152,186,Trojan,smsagent
77394,4316,10508,65148,98596,4492,28196,21903,6292,185,10,9,3,5,35,35,18,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,62,5,0,5,2,0,0,0,2,60,10,10,2,0,0,5,7,4,8,8,2,45,45,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,116,78,2,4,0,0,0,0,0,0,5,0,1,3918,30,24076,41,10,1,726,1510,2923,3371,2173,10703,191,Trojan,mytrackp
116666,41708,9836,58060,89332,45848,32091,24864,7226,14,1,7,1,4,32,38,12,46,4,0,1,0,342,178,14,0,0,0,0,0,0,8,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,166,166,10,0,0,0,13,236,42,2,16,1,0,0,38,0,0,0,0,0,9,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,67,0,8,12128,83,21350,177,3,2,2549,4013,1491,4487,1654,14194,188,Trojan,lotoor
97261,23060,11868,65184,82100,23772,32387,25653,6733,21,3,9,3,4,41,41,15,59,2,0,2,0,0,0,2,0,0,0,0,0,0,3,0,6,2,0,0,29,0,51,4,0,4,29,0,3,3,19,22,0,0,29,0,0,20,0,30,35,13,4,20,25,68,116,6,4,4,1,0,0,2,1,0,0,0,2,2,0,0,3,1,9,0,2,2,16,4,4,0,0,0,0,0,0,12,24,0,0,0,0,0,0,0,0,36,3,1,22408,127,18262,243,5,3,1673,1008,1513,1526,2337,8057,191,Trojan,smsagent
64328,2680,10524,55820,89260,2708,22096,18346,3749,31,1,7,1,5,28,30,18,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,63,4,0,4,2,0,0,0,2,61,6,6,2,0,0,3,4,2,4,8,0,15,15,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,118,75,1,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,435,1211,1845,1363,1490,6344,190,Trojan,mytrackp
83650,4784,10596,70992,86684,4956,30265,22959,7305,153,4,9,3,5,35,34,23,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,83,5,0,5,2,0,0,0,2,81,10,10,2,0,0,5,7,4,8,8,2,45,45,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,158,101,2,4,0,0,0,0,0,0,5,0,1,3918,30,23932,40,10,1,2944,1518,712,2022,3055,10251,185,Trojan,<unknown>
78209,5392,10588,63292,97492,5536,29100,21749,7350,89,2,7,2,5,29,33,19,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,71,4,0,4,2,0,0,0,2,69,7,7,2,0,0,3,5,3,6,8,0,30,30,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,134,87,1,2,0,0,0,0,0,0,4,0,1,3342,28,16968,32,10,1,3807,3004,1512,560,1927,10810,189,Trojan,mytrackp
51610,2576,10736,38564,82564,5704,21493,16666,4826,225,5,8,3,2,16,33,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,1,0,1,0,0,1,0,0,9,0,1,2,5,4,0,0,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,1,40,1,420,7,4,1,1529,2692,761,3178,2271,10431,186,Trojan,smsagent
83021,4648,10596,69836,92592,4796,27842,22491,5350,148,2,9,3,5,32,34,23,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,78,5,0,5,2,0,0,0,2,76,12,12,2,0,0,5,7,5,10,6,2,45,45,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,148,96,2,4,0,0,0,0,0,0,5,0,1,3918,30,24132,41,10,1,1516,3535,614,1767,3070,10502,189,Trojan,mytrackp
103556,39572,10816,46316,104936,41812,31321,26193,5127,40,3,7,3,4,43,40,26,49,4,0,1,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,36,0,8,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,3,0,690,1634,3925,2204,2487,10940,190,Trojan,styricka
49421,6796,11140,35396,88652,6812,22469,19406,3062,20,2,6,2,2,9,28,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,8,534,4,461,5,4,0,1478,3323,2104,998,3796,11699,187,Trojan,smsagent
67247,3444,10692,54316,85176,6040,22065,16864,5200,137,11,6,3,2,16,39,6,24,0,0,0,0,75,28,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,24,0,0,0,8,0,0,0,16,16,0,0,8,0,0,0,0,0,0,0,0,52,52,52,50,66,51,0,0,4,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,2128,12,4458,12,4,0,809,1529,3065,2950,3022,11375,188,Trojan,autoins
79730,5080,10480,65640,92660,5236,27204,21362,5841,81,2,8,2,5,22,32,23,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,79,5,0,5,2,0,0,0,2,77,11,11,2,0,0,5,8,3,6,8,0,30,30,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,150,95,2,4,0,0,0,0,0,0,4,0,1,2612,20,15800,22,9,1,2546,1512,458,1741,2471,8728,184,Trojan,mytrackp
57240,6824,10812,41284,94160,6840,15599,11618,3980,5,1,6,1,2,10,29,7,26,0,1,0,0,0,0,0,0,0,0,0,0,0,28,13,43,14,0,0,88,0,168,5,0,5,88,0,5,5,75,80,0,0,88,0,0,40,0,14,28,6,0,61,67,590,410,60,2,28,14,0,0,2,1,0,0,0,0,0,0,0,16,14,0,0,0,28,0,0,0,0,0,0,0,0,0,6,28,0,0,0,0,0,0,0,0,104,3,14,72953,189,32074,357,4,2,1095,8219,3233,2337,1724,16608,187,Trojan,smsagent
114320,6164,9896,100380,67184,6604,35582,24376,11205,126,3,10,4,4,18,37,14,55,0,3,0,0,45,16,0,0,0,0,0,0,0,41,0,23,4,0,0,20,0,44,0,0,0,30,0,0,0,14,14,0,0,15,0,0,5,0,4,8,7,4,74,74,355,181,41,80,38,7,8,3,47,0,0,0,3,6,7,6,0,123,40,10,0,2,2,177,30,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,44,1,1,91569,446,113684,569,4,3,2289,1526,2871,705,3213,10604,191,Trojan,qysly
107934,43156,9976,51632,79420,45564,27380,22806,4573,28,2,7,2,4,43,36,10,39,4,0,2,0,321,147,15,0,0,0,0,0,0,5,1,81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,125,145,3,0,0,0,8,211,15,2,0,0,0,0,18,0,0,0,0,0,10,0,0,0,0,12,0,10,0,24,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,37,0,5,1536,20,2218,22,5,1,1504,1272,3093,2412,3405,11686,184,Trojan,lotoor
83511,7552,10120,61720,79644,13068,23957,19757,4199,110,3,5,2,2,11,31,6,26,0,0,0,0,25,10,0,0,0,0,0,0,0,0,7,11,16,0,0,16,0,130,21,0,21,6,0,268,134,0,134,0,0,3,0,0,0,0,0,0,0,16,0,0,36,36,36,6,0,0,30,0,3,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,41,6,3,12218,86,15949,133,5,0,503,1276,2074,1547,1539,6939,189,Trojan,gappusin
77747,5640,10592,62752,97444,5792,27334,21678,5655,121,3,7,2,5,27,33,19,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,70,4,0,4,2,0,0,0,2,68,7,7,2,0,0,3,5,3,6,8,0,30,30,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,132,86,1,2,0,0,0,0,0,0,4,0,1,2612,20,15790,22,10,1,1510,539,2977,3547,1895,10468,186,Trojan,mytrackp
66420,3860,10724,52460,83204,7448,21696,16562,5133,202,9,6,3,2,20,37,5,22,0,0,0,0,58,21,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,24,0,0,0,8,0,0,0,16,16,0,0,8,0,0,0,0,0,0,0,0,42,42,45,43,52,42,0,0,4,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,2127,12,4738,18,4,0,1612,1511,2329,408,2005,7865,188,Trojan,autoins
74577,4888,10568,61496,89088,5036,27086,20955,6130,90,2,7,2,5,27,33,19,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,69,4,0,4,2,0,0,0,2,67,7,7,2,0,0,3,5,3,6,8,0,30,30,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,130,83,1,2,0,0,0,0,0,0,4,0,1,2612,20,15794,22,9,1,3296,1510,2486,807,1795,9894,186,Trojan,mytrackp
102580,4272,10608,90340,94356,4524,29840,22535,7304,156,3,9,3,5,27,35,21,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,80,5,0,5,2,0,0,0,2,78,8,8,2,0,0,4,6,4,8,8,2,45,45,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,152,96,2,2,0,0,0,0,0,0,5,0,1,3878,29,23853,36,10,2,1515,3300,2096,688,3078,10677,185,Trojan,<unknown>
66599,4496,10708,52092,83816,7084,21730,16576,5153,152,10,6,3,2,18,36,6,24,0,0,0,0,66,25,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,24,0,0,0,8,0,0,0,16,16,0,0,8,0,0,0,0,0,0,0,0,50,50,49,47,60,46,0,0,4,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,2126,12,4498,12,4,0,660,2849,2948,1520,2852,10829,186,Trojan,autoins
121438,5908,10664,102680,87136,10348,39775,30341,9433,531,10,18,14,2,29,42,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,256,27,0,27,79,148,29,29,0,29,25,25,226,58,0,1,0,31,62,8,24,6,3,43,30,7,10,0,6,0,0,1,6,0,0,4,0,0,0,0,113,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,17,1,0,0,96,2,1,102234,514,101791,704,6,1,1763,748,3968,2956,3445,12880,192,Trojan,gappusin
78071,5112,10592,64252,94740,5300,27325,22245,5079,112,3,7,2,5,25,32,20,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,71,4,0,4,2,0,0,0,2,69,7,7,2,0,0,3,5,3,6,8,0,30,30,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,134,87,1,2,0,0,0,0,0,0,4,0,1,2937,23,16377,26,10,1,617,1855,1516,2886,3522,10396,186,Trojan,mytrackp
111667,39392,9860,57552,92884,42776,29873,24918,4954,16,2,7,1,4,36,38,12,46,3,0,1,0,177,83,9,0,0,0,0,0,0,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,61,61,14,0,0,0,8,106,17,2,6,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,26,0,3,5872,37,9778,74,4,2,2488,2303,1504,826,1827,8948,189,Trojan,lotoor
86359,11196,10568,66776,89272,11560,35888,27861,8026,226,8,7,4,4,33,44,10,42,3,0,1,0,62,23,1,0,0,0,0,0,0,1,0,0,4,0,0,10,0,24,0,0,0,8,0,0,0,16,16,0,0,8,0,0,0,0,20,19,0,4,43,43,49,47,57,44,0,0,4,0,5,0,0,0,0,0,1,0,0,2,2,0,0,2,0,0,4,4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,17,0,1,2051,12,4564,13,4,0,2938,2809,1529,3140,773,11189,188,Trojan,autoins
92793,40304,11452,39580,103204,42044,24425,19146,5278,34,2,5,1,4,33,33,8,32,3,0,1,0,0,0,12,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,78,74,1,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,80,0,0,0,0,0,0,0,0,14,0,4,0,0,0,0,4,0,3253,2520,1982,1508,1079,10342,188,Trojan,smsagent
52729,5720,10924,39060,89420,5732,26758,22364,4393,33,3,7,3,3,12,29,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,6,534,4,453,5,4,0,3690,1498,842,2474,3932,12436,184,Trojan,smsagent
86535,4732,10700,70588,93144,8280,22872,18548,4323,224,9,6,3,2,21,36,7,30,0,0,0,0,85,34,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,24,0,0,0,8,0,0,0,16,16,0,0,8,0,0,0,0,0,0,0,0,70,70,72,70,85,55,0,0,4,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,0,1,2127,12,4564,13,4,0,1506,2566,2526,555,3772,10925,188,Trojan,autoins
108246,41908,9856,53652,82504,44392,29959,24537,5421,14,1,7,1,4,35,36,12,44,3,0,1,0,141,63,9,0,0,0,0,0,0,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,44,44,11,0,0,0,7,80,8,2,4,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,9,44,0,0,0,0,0,0,0,0,19,0,2,6236,37,10285,74,3,2,2212,1859,2131,1500,841,8543,190,Trojan,lotoor
82537,26620,10688,46228,83224,28908,33689,29452,4236,92,8,5,1,4,34,39,10,41,2,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,3,0,0,24,0,0,0,0,0,0,0,0,4,0,1,240,6,360,6,3,0,1720,658,1521,10810,1943,16652,190,Trojan,styricka
125679,40804,10764,67384,116240,42488,40293,32466,7826,101,1,5,1,4,38,35,16,61,2,0,2,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,7,0,35,3,0,5,2,0,0,0,0,33,10,10,2,3,0,2449,0,50,50,15,0,3,1,149,75,6,2,20,10,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,6,2431,4,0,0,0,0,0,0,0,0,66,81,5,0,0,0,0,0,0,0,16,1,2,672946,637,37642,489,5,2,1494,958,93269,3401,1626,100748,188,Trojan,xinyinhe
31059,2592,11384,23684,67608,2600,7900,5079,2820,0,0,4,0,2,2,22,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,0,0,0,0,3,0,1579,2345,4276,5224,1550,14974,189,Trojan,mobtes
